id;os;status;data;laudo;cliente;placa;peso_liquido;chave_nfe;numero_nf;ocorrencias_os
"24116636";"539582";"Finalizado";"11/04/2026";"MOB-10116258253908531253040859";"BUNGE ALIMENTOS S/A";"BDT-6F55";"49380";"51260417852875000114550010000431661211028898";"000043166";"4"
"24116602";"539582";"Finalizado";"11/04/2026";"MOB-24116258253907442644040747";"BUNGE ALIMENTOS S/A";"FZQ-5D31";"47780";"51260417852875000114550010000431651771647502";"000043165";"4"
"24116413";"534388";"Finalizado";"11/04/2026";"MOB-46116238853407134813040748";"BUNGE ALIMENTOS S/A";"BBR-8747";"49940";"51260400016346483900559300000041671680110480";"4167";"2"
"24115818";"540057";"Finalizado";"10/04/2026";"MOB-11106205754019441444041919";"BUNGE ALIMENTOS S/A";"SPO-2A75";"49050";"51260400032539142087559250000009621001217498";"0962";"1"
"24115724";"536380";"Finalizado";"10/04/2026";"MOB-55106238053620205720042015";"BUNGE ALIMENTOS S/A";"BDH-6I63";"47580";"51260400021982830697559200000206681823814220";"20668";"17"
"24115433";"536383";"Finalizado";"10/04/2026";"MOB-41106238353619224322041918";"BUNGE ALIMENTOS S/A";"RHH-9B42";"48760";"51260400021982830697559200000206641197626549";"20663";"2"
"24115361";"536380";"Finalizado";"10/04/2026";"MOB-09106238053619131313041917";"BUNGE ALIMENTOS S/A";"SFA-4I50";"49350";"51260400021982830697559200000206631250945014";"20663";"17"
"24115342";"531812";"Finalizado";"10/04/2026";"MOB-13106281253117101710041714";"BUNGE ALIMENTOS S/A";"QNP-8D03";"47620";"51260417852875000114550010000431641000377685";"000043164";"10"
"24115329";"536380";"Finalizado";"10/04/2026";"MOB-51106238053619065306041917";"BUNGE ALIMENTOS S/A";"BEQ-2H31";"49250";"51260400021982830697559200000206621113859640";"20662";"17"
"24115210";"536383";"Finalizado";"10/04/2026";"MOB-15106238353617521652041716";"BUNGE ALIMENTOS S/A";"RHZ-1J50";"49300";"51260400021982830697559200000206611914812601";"20661";"2"
"24115183";"531812";"Finalizado";"10/04/2026";"MOB-27106281253117482848041716";"BUNGE ALIMENTOS S/A";"QWE-3F96";"47900";"51260417852875000114550010000431621669608461";"000043162";"10"
"24115150";"531812";"Finalizado";"10/04/2026";"MOB-46106281253116434843041619";"BUNGE ALIMENTOS S/A";"RAO-9A60";"47540";"51260417852875000114550010000431631054876623";"000043163";"10"
"24115101";"536380";"Finalizado";"10/04/2026";"MOB-50106238053617375237041716";"BUNGE ALIMENTOS S/A";"RHY-0E57";"49190";"51260400021982830697559200000206601567141006";"20660";"17"
"24115082";"539582";"Finalizado";"10/04/2026";"MOB-52106258253917365436041716";"BUNGE ALIMENTOS S/A";"PRU-6H56";"48520";"51260417852875000114550010000431611980767188";"000043161";"4"
"24115049";"531812";"Finalizado";"10/04/2026";"MOB-58106281253116320031041619";"BUNGE ALIMENTOS S/A";"SDM-4I21";"48340";"51260417852875000114550010000431601212477536";"000043160";"10"
"24107472";"531812";"Finalizado";"09/04/2026";"MOB-02096281253116510451041610";"BUNGE ALIMENTOS S/A";"SBY-1D33";"48160";"51260417852875000114550010000431571051099335";"000043157";"10"
"24107361";"531812";"Finalizado";"09/04/2026";"MOB-07096281253116400840041619";"BUNGE ALIMENTOS S/A";"TXL-9E64";"47600";"51260417852875000114550010000431521403256575";"000043152";"10"
"24107243";"531812";"Finalizado";"09/04/2026";"MOB-52096281253116295529041618";"BUNGE ALIMENTOS S/A";"QXZ-5A78";"47380";"51260417852875000114550010000431541727126264";"000043154";"10"
"24107194";"531812";"Finalizado";"09/04/2026";"MOB-43096281253116254525041618";"BUNGE ALIMENTOS S/A";"RFB-1E58";"47640";"51260417852875000114550010000431551893087645";"000043155";"10"
"24085707";"538795";"Finalizado";"06/04/2026";"MOB-25066279553817072607041713";"BUNGE ALIMENTOS S/A";"SER-0E52";"37340";"41260476093731009309550010000123321302717828";"12332";"9"
"24084920";"538795";"Finalizado";"06/04/2026";"MOB-57066279553815525752041513";"BUNGE ALIMENTOS S/A";"SEK-6A84";"39580";"41260476093731009309550010000123291738653546";"12329";"9"
"24084562";"538181";"Finalizado";"06/04/2026";"MOB-08066218153815220822041511";"BUNGE ALIMENTOS S/A";"RCV-3B55";"37380";"41260408660760000137550020000075001913031904";"7500";"1"
"24084206";"538795";"Finalizado";"06/04/2026";"MOB-20066279553814442044041494";"BUNGE ALIMENTOS S/A";"AOP-1C01";"39640";"41260476093731009309550010000123261861367171";"12326";"9"
"24083048";"538763";"Finalizado";"06/04/2026";"MOB-41066276353811404240041173";"BUNGE ALIMENTOS S/A";"AHK-6H89";"40840";"31260418104802000107550010003600671651842134";"00";"1"
"24082973";"538795";"Finalizado";"06/04/2026";"MOB-28066279553811342834041178";"BUNGE ALIMENTOS S/A";"MKW-3I26";"37140";"41260476093731009309550010000123251984534028";"12325";"9"
"24082718";"538795";"Finalizado";"06/04/2026";"MOB-28066279553811072807041170";"BUNGE ALIMENTOS S/A";"IWO-8I83";"35840";"41260476093731009309550010000123221239928352";"12322";"9"
"24082677";"538795";"Finalizado";"06/04/2026";"MOB-49066279553811025002041178";"BUNGE ALIMENTOS S/A";"MLP-4I39";"37920";"41260476093731009309550010000123211347180668";"12321";"9"
"24082628";"538357";"Finalizado";"06/04/2026";"MOB-18066235753810551855041074";"BUNGE ALIMENTOS S/A";"AAC-5690";"37880";"41260479114450022134550010000659841594303210";"65984";"2"
"24082291";"538357";"Finalizado";"06/04/2026";"MOB-48066235753810084908041065";"BUNGE ALIMENTOS S/A";"ATF-3B81";"39960";"41260479114450022134550010000659761120503216";"65976";"2"
"24081963";"538795";"Finalizado";"06/04/2026";"MOB-00066279553809080008040965";"BUNGE ALIMENTOS S/A";"JVH-4G97";"37580";"41260476093731009309550010000123171592923373";"12317";"9"
"24081935";"538795";"Finalizado";"06/04/2026";"MOB-10066279553808561056040851";"BUNGE ALIMENTOS S/A";"ASF-2D84";"37720";"41260476093731009309550010000123161869202353";"12316";"9"
"24081902";"538380";"Finalizado";"06/04/2026";"MOB-33066238053808423442040853";"BUNGE ALIMENTOS S/A";"RPB-1F95";"50280";"29260400044305400987559200000460521328518651";"46052";"14"
"24080231";"538948";"Finalizado";"05/04/2026";"MOB-14056294853815161416041511";"BUNGE ALIMENTOS S/A";"OUH-6027";"50760";"29260400038406187034559250000432041131605111";"43204";"7"
"24080227";"537723";"Finalizado";"05/04/2026";"MOB-14056272353715121412041510";"BUNGE ALIMENTOS S/A";"RPZ-2I96";"50290";"29260400052718786949559200000364691472408535";"36469";"21"
"24080215";"537723";"Finalizado";"05/04/2026";"MOB-58056272353714565856041494";"BUNGE ALIMENTOS S/A";"RWK-6H76";"38750";"29260400052718786949559200000364681324681163";"36468";"21"
"24080173";"537723";"Finalizado";"05/04/2026";"MOB-10056272353714371037041498";"BUNGE ALIMENTOS S/A";"BAP-2G82";"39840";"29260400052718786949559200000364701544747544";"36470";"21"
"24080172";"538948";"Finalizado";"05/04/2026";"MOB-18056294853814371837041499";"BUNGE ALIMENTOS S/A";"ATB-8A09";"50960";"29260400038406187034559250000431991131605063";"43199";"7"
"24080142";"537723";"Finalizado";"05/04/2026";"MOB-56056272353714155615041497";"BUNGE ALIMENTOS S/A";"OUN-1G69";"50740";"29260400052718786949559200000364671014443712";"36467";"21"
"24080127";"538948";"Finalizado";"05/04/2026";"MOB-38056294853814083808041491";"BUNGE ALIMENTOS S/A";"EFV-3J16";"40760";"29260400038406187034559250000431941131605016";"0000";"7"
"24080126";"538380";"Finalizado";"05/04/2026";"MOB-44056238053814074407041491";"BUNGE ALIMENTOS S/A";"RPZ-9H75";"50780";"29260400044305400987559200000460351866032327";"46035";"14"
"24080098";"538948";"Finalizado";"05/04/2026";"MOB-40056294853813484048041391";"BUNGE ALIMENTOS S/A";"JMD-1I53";"36820";"29260400038406187034559250000431921131604996";"0000";"7"
"24080077";"537723";"Finalizado";"05/04/2026";"MOB-51056272353713375137041385";"BUNGE ALIMENTOS S/A";"RPY-3F29";"47290";"29260400052718786949559200000364661288084089";"36466";"21"
"24080048";"538380";"Finalizado";"05/04/2026";"MOB-22056238053813202220041381";"BUNGE ALIMENTOS S/A";"AVR-6A36";"50580";"29260400044305400987559200000460321801372083";"46032";"14"
"24080039";"537723";"Finalizado";"05/04/2026";"MOB-25056272353713162516041389";"BUNGE ALIMENTOS S/A";"RPZ-3E57";"47230";"29260400052718786949559200000364641336268364";"36464";"21"
"24080024";"537723";"Finalizado";"05/04/2026";"MOB-48056272353713004800041380";"BUNGE ALIMENTOS S/A";"PLH-3249";"50730";"29260400052718786949559200000364631681204360";"36463";"21"
"24080009";"537723";"Finalizado";"05/04/2026";"MOB-16056272353712451645041281";"BUNGE ALIMENTOS S/A";"RPR-6C85";"47130";"29260400052718786949559200000364621076412423";"36462";"21"
"24079909";"538380";"Finalizado";"05/04/2026";"MOB-15056238053811381538041179";"BUNGE ALIMENTOS S/A";"NZF-0638";"51600";"29260400044305400987559200000460271331346472";"46027";"14"
"24079730";"537723";"Finalizado";"05/04/2026";"MOB-05056272353710220522041061";"BUNGE ALIMENTOS S/A";"AAN-0G56";"51560";"29260400052718786949559200000364581611573447";"39458";"21"
"24078598";"538064";"Finalizado";"04/04/2026";"MOB-51046206453815525152041513";"BUNGE ALIMENTOS S/A";"SJW-3H53";"50720";"29260400005447017807559200000514291267714246";"51429";"23"
"24078597";"537723";"Finalizado";"04/04/2026";"MOB-22046272353715522252041513";"BUNGE ALIMENTOS S/A";"SWQ-2C42";"49630";"29260400052718786949559200000364571155321838";"36457";"21"
"24078571";"537723";"Finalizado";"04/04/2026";"MOB-58046272353715435843041513";"BUNGE ALIMENTOS S/A";"JAT-9G35";"50620";"29260400052718786949559200000364561160846687";"36456";"21"
"24078521";"537723";"Finalizado";"04/04/2026";"MOB-31046272353715133113041511";"BUNGE ALIMENTOS S/A";"BEW-2D15";"50560";"29260400052718786949559200000364551066121782";"36455";"21"
"24078481";"538380";"Finalizado";"04/04/2026";"MOB-56046238053815125612041511";"BUNGE ALIMENTOS S/A";"JCL-2E13";"50540";"29260400044305400987559200000459981083318683";"45998";"14"
"24078433";"537723";"Finalizado";"04/04/2026";"MOB-11046272353714561156041491";"BUNGE ALIMENTOS S/A";"PJW-0650";"50560";"29260400052718786949559200000364541538085450";"36454";"21"
"24078385";"538064";"Finalizado";"04/04/2026";"MOB-06046206453814430643041492";"BUNGE ALIMENTOS S/A";"QJH-0I80";"38690";"29260400005447017807559200000514241035467111";"51424";"23"
"24078343";"538064";"Finalizado";"04/04/2026";"MOB-47046206453814344734041499";"BUNGE ALIMENTOS S/A";"PKS-8H21";"50430";"29260400005447017807559200000514231507543803";"51423";"23"
"24078340";"537723";"Finalizado";"04/04/2026";"MOB-07046272353714330733041495";"BUNGE ALIMENTOS S/A";"RDM-9G08";"50060";"29260400052718786949559200000364521767830079";"36452";"21"
"24078299";"537723";"Finalizado";"04/04/2026";"MOB-51046272353714215221041491";"BUNGE ALIMENTOS S/A";"PLE-7H51";"51460";"29260400052718786949559200000364501251357103";"36450";"21"
"24078284";"538380";"Finalizado";"04/04/2026";"MOB-26046238053814122612041493";"BUNGE ALIMENTOS S/A";"SJS-9E89";"49880";"29260400044305400987559200000459941048015816";"45994";"14"
"24078112";"538380";"Finalizado";"04/04/2026";"MOB-33046238053813243324041385";"BUNGE ALIMENTOS S/A";"SDV-8G02";"50100";"29260400044305400987559200000459921844387301";"45992";"14"
"24078048";"538064";"Finalizado";"04/04/2026";"MOB-56046206453813015601041381";"BUNGE ALIMENTOS S/A";"GIJ-4C27";"51290";"29260400005447017807559200000514131086623737";"51413";"23"
"24077936";"538064";"Finalizado";"04/04/2026";"MOB-12046206453812101210041287";"BUNGE ALIMENTOS S/A";"FPK-2J84";"51180";"29260400005447017807559200000514191034287608";"51419";"23"
"24077904";"538064";"Finalizado";"04/04/2026";"MOB-34046206453812053405041285";"BUNGE ALIMENTOS S/A";"PLT-8C31";"50550";"29260400005447017807559200000514161744371521";"51416";"23"
"24077871";"538064";"Finalizado";"04/04/2026";"MOB-36046206453811553655041172";"BUNGE ALIMENTOS S/A";"OEL-4J65";"51340";"29260400005447017807559200000514201701302040";"51420";"23"
"24077867";"538948";"Finalizado";"04/04/2026";"MOB-25046294853811532553041170";"BUNGE ALIMENTOS S/A";"NZP-5C26";"50700";"29260400038406187034559250000430931131603983";"0000";"7"
"24077799";"538380";"Finalizado";"04/04/2026";"MOB-52046238053811295229041176";"BUNGE ALIMENTOS S/A";"THA-8H77";"47440";"29260400044305400987559200000459871126228636";"45987";"14"
"24077790";"537974";"Finalizado";"04/04/2026";"MOB-48046297453711284828041175";"BUNGE ALIMENTOS S/A";"ADN-7258";"31840";"22260400092375952049559200000008511307910618";"0000";"1"
"24077760";"538948";"Finalizado";"04/04/2026";"MOB-14046294853811181418041176";"BUNGE ALIMENTOS S/A";"THH-6D00";"47480";"29260400038406187034559250000430911131603962";"0000";"7"
"24077714";"537723";"Finalizado";"04/04/2026";"MOB-48046272353711074807041171";"BUNGE ALIMENTOS S/A";"RCP-8D19";"50820";"29260400052718786949559200000364511715640174";"36451";"21"
"24077613";"537723";"Finalizado";"04/04/2026";"MOB-07046272353710520752041071";"BUNGE ALIMENTOS S/A";"OKO-0540";"50970";"29260400052718786949559200000364491106807089";"36449";"21"
"24077506";"538380";"Finalizado";"04/04/2026";"MOB-04046238053810360436041060";"BUNGE ALIMENTOS S/A";"SKI-3B70";"48360";"29260400044305400987559200000459781613714154";"45978";"14"
"24077436";"538147";"Finalizado";"04/04/2026";"MOB-58046214753810185918041062";"BUNGE ALIMENTOS S/A";"RPN-1J15";"50220";"29260400040160120968559204000150101185924500";"015010";"1"
"24077365";"538380";"Finalizado";"04/04/2026";"MOB-06046238053809580658040969";"BUNGE ALIMENTOS S/A";"RDG-6G28";"48140";"29260400044305400987559200000459741613042815";"45974";"14"
"24077363";"538064";"Finalizado";"04/04/2026";"MOB-29046206453810002900041068";"BUNGE ALIMENTOS S/A";"RXP-0E28";"50580";"29260400005447017807559200000514091643841641";"51409";"23"
"24077340";"538380";"Finalizado";"04/04/2026";"MOB-51046238053809505150040967";"BUNGE ALIMENTOS S/A";"RPF-4J85";"48480";"29260400044305400987559200000459731844888240";"45973";"14"
"24077298";"538064";"Finalizado";"04/04/2026";"MOB-12046206453809371237040965";"BUNGE ALIMENTOS S/A";"RPS-7H51";"47870";"29260400005447017807559200000514081052424413";"51408";"23"
"24077289";"537723";"Finalizado";"04/04/2026";"MOB-42046272353709374237040967";"BUNGE ALIMENTOS S/A";"QWE-3G03";"50720";"29260400052718786949559200000364481365235319";"36448";"21"
"24077278";"538064";"Finalizado";"04/04/2026";"MOB-18046206453809331833040963";"BUNGE ALIMENTOS S/A";"RCU-9A00";"50570";"29260400005447017807559200000514061340422470";"51406";"23"
"24077257";"537192";"Finalizado";"04/04/2026";"MOB-26046219253709242724040967";"BUNGE ALIMENTOS S/A";"DVS-5H72";"39500";"22260400091491827572559200000059201022822392";"00";"1"
"24077169";"538380";"Finalizado";"04/04/2026";"MOB-57046238053809045804040966";"BUNGE ALIMENTOS S/A";"TGZ-6B82";"47460";"29260400044305400987559200000459691143118888";"45969";"14"
"24076071";"537723";"Finalizado";"03/04/2026";"MOB-07036272353711290729041173";"BUNGE ALIMENTOS S/A";"RSN-8J11";"50480";"29260400052718786949559200000364381512636782";"36438";"21"
"24076047";"537723";"Finalizado";"03/04/2026";"MOB-46036272353711094609041172";"BUNGE ALIMENTOS S/A";"RPU-0G03";"50240";"29260400052718786949559200000364371017462824";"36437";"21"
"24076019";"538064";"Finalizado";"03/04/2026";"MOB-16036206453811031603041176";"BUNGE ALIMENTOS S/A";"RPU-3G21";"50020";"29260400005447017807559200000513761006666803";"51376";"23"
"24076007";"538064";"Finalizado";"03/04/2026";"MOB-10036206453811001100041174";"BUNGE ALIMENTOS S/A";"OUV-9C81";"50400";"29260400005447017807559200000513731883506362";"51373";"23"
"24075993";"538064";"Finalizado";"03/04/2026";"MOB-21036206453810552155041074";"BUNGE ALIMENTOS S/A";"RPX-1C48";"50870";"29260400005447017807559200000513741532844033";"51374";"23"
"24075985";"538064";"Finalizado";"03/04/2026";"MOB-13036206453810391339041063";"BUNGE ALIMENTOS S/A";"RDE-4C73";"47440";"29260400005447017807559200000513711021407868";"51371";"23"
"24075969";"538950";"Finalizado";"03/04/2026";"MOB-16036295053810441744041067";"BUNGE ALIMENTOS S/A";"KIP-3559";"37100";"22260400050310550068559200000003061000072418";"0306";"1"
"24075836";"538064";"Finalizado";"03/04/2026";"MOB-36036206453809533653040967";"BUNGE ALIMENTOS S/A";"SKM-4I14";"47850";"29260400005447017807559200000513671304207620";"51367";"23"
"24075790";"538064";"Finalizado";"03/04/2026";"MOB-21036206453809352135040964";"BUNGE ALIMENTOS S/A";"QWB-9I49";"49310";"29260400005447017807559200000513651216432236";"51365";"23"
"24075789";"537723";"Finalizado";"03/04/2026";"MOB-41036272353709334133040965";"BUNGE ALIMENTOS S/A";"AFR-1358";"50700";"29260400052718786949559200000364361605105324";"36436";"21"
"24075768";"538064";"Finalizado";"03/04/2026";"MOB-53036206453809225322040968";"BUNGE ALIMENTOS S/A";"QMA-6D34";"50350";"29260400005447017807559200000513641420845880";"51364";"23"
"24075762";"538064";"Finalizado";"03/04/2026";"MOB-36036206453809153615040962";"BUNGE ALIMENTOS S/A";"PLT-1B01";"50450";"29260400005447017807559200000513631784171676";"51363";"23"
"24075717";"538064";"Finalizado";"03/04/2026";"MOB-37036206453808453745040856";"BUNGE ALIMENTOS S/A";"PLW-0A60";"38690";"29260400005447017807559200000513621413348538";"51362";"23"
"24073229";"533758";"Finalizado";"02/04/2026";"MOB-15026275853316131513041617";"BUNGE ALIMENTOS S/A";"EXO-2A16";"50100";"29260400064699404049559340000002431010819728";"000";"2"
"24073073";"538532";"Finalizado";"02/04/2026";"MOB-41026253253815524152041513";"BUNGE ALIMENTOS S/A";"PLD-0E40";"38920";"29260400021995508004559200000319421297252126";"31942";"1"
"24072969";"538064";"Finalizado";"02/04/2026";"MOB-21026206453815412141041512";"BUNGE ALIMENTOS S/A";"SCA-6E40";"47290";"29260400005447017807559200000513451613425675";"51345";"23"
"24072940";"538948";"Finalizado";"02/04/2026";"MOB-09026294853815370937041512";"BUNGE ALIMENTOS S/A";"JMD-1I53";"36700";"29260400038406187034559250000429691131602749";"0000";"7"
"24072914";"538064";"Finalizado";"02/04/2026";"MOB-15026206453815331533041512";"BUNGE ALIMENTOS S/A";"SKJ-6H24";"48280";"29260400005447017807559200000513461003205326";"51346";"23"
"24072795";"538380";"Finalizado";"02/04/2026";"MOB-59026238053815225922041511";"BUNGE ALIMENTOS S/A";"PLB-0A42";"49680";"29260400044305400987559200000459291477240759";"45929";"14"
"24072783";"538064";"Finalizado";"02/04/2026";"MOB-12026206453815231223041511";"BUNGE ALIMENTOS S/A";"QTU-7D18";"49860";"29260400005447017807559200000513441516713532";"51344";"23"
"24072624";"538380";"Finalizado";"02/04/2026";"MOB-19026238053815051905041510";"BUNGE ALIMENTOS S/A";"RPL-7C67";"50460";"29260400044305400987559200000459261037130228";"45926";"14"
"24072418";"538064";"Finalizado";"02/04/2026";"MOB-49026206453814544954041492";"BUNGE ALIMENTOS S/A";"SKR-6D32";"39210";"29260400005447017807559200000513431203371465";"51343";"23"
"24072336";"537049";"Finalizado";"02/04/2026";"MOB-54026204953714425542041495";"BUNGE ALIMENTOS S/A";"SFY-3J23";"46720";"29260400021995508004559200000319351556100900";"031935";"1"
"24072328";"533758";"Finalizado";"02/04/2026";"MOB-37026275853314453745041496";"BUNGE ALIMENTOS S/A";"RPO-4D81";"50740";"29260400064699404049559340000002421926109180";"00";"2"
